"job_title","job_description"
"QA Engineer","Company Overview:
If a culture of excellence, innovation and ownership is what you’re searching for, consider putting your experience in motion at Flowserve. As an individual contributor, or as a leader of people, your enterprise mindset will ensure Flowserve’s position as the global standard in comprehensive flow control solutions. Here, your opportunity for professional development and industry leading rewards will be supported by our foundational commitments to the values of people first, integrity and safety. Thinking beyond opportunity and reward, at Flowserve, we are inspired by working together to create extraordinary flow control solutions to make the world better for everyone!
Position Description:
This incumbent is
the prime contact on quality assurance issues, manages others in the
department, sets priorities in alignment with Operations and provides timely,
useful data on operations to their supervisor. Reviews work method and
recommend improvements to achieve an effective team work. He / she will also
work closely with the manufacturing department and store to ensure smooth
efficient operations with the QA section. This position also ensures strict
compliance with the Safety Policy & Standards within the work area.
Position Requirements:
In charge of ensuring that the productsproduced at manufacturing facility are safe, consistent, of high quality and in
the correct quantity.
To makes sure this happens bytesting and sampling products in a timely, accurate manner, which helps make
sure that all products conform to standards, are labeled properly and properly
functioning.
Responsible for customer complaints onquality related issue, to initiate failure analysis and implement corrective
and preventive actions.
Establish and implement quality programfor incoming, in-process and final inspection quality.
Develop, drive, implement and maintain qualitymanagement system (QMS), i.e. ISO 9001 certification and closure of audit
findings
Drive improvement of product qualityand first pass yield.
Support Supply Chain in supplier assessment,qualification and manage supplier quality performance.
Oversee Asia Pacific affiliates in driving QMSstandard and certifications
Facilitate and drive Continuous ImprovementProgram, ie. Six Sigma Certification and LEAN for Asia Pacific.
To
provide guidance to production in optimizing quality production and at the
same time maintaining high quality standard as per Flowserve requirement. Hold
scheduled meetings with agenda among all within the group to discuss on
typical rejects and share experiences to improve the QA process. Maintain
high standard and prompt response on all checked seal parts. Review
work procedure and work methods from time to time for the section. Maintain
good housekeeping on documentation in accordance with company practice and
procedures.
Preferences:
Degree in Engineering discipline, Mechanical Engineering preferredMin. 3 years working experience in industrial manufacturing with at least 2 years supervisory positionHands-on experience in setting up QMS or ISO equivalent is a mustGood knowledge in conduct Internal Audit and Supplier audit would be an added advantageStrong communication skills, analytical and problem solving skills.Strong in investigate and report any customer complaint and issues with quality and conformity.Handling products documentation, labeling and safe procedures in distribution.Independent, organized, self-motivated, and customer oriented.Strong verbal and written communication skill in English and ability to communicate in Mandarin (an added advantage) to liaise with Chinese speaking associate.Willing to travel oversea or on-site when required.Ability to relate to all levels of employees.Good organization skills.Computer literate and experience in NT operating system.Percentage of Approximate Travel Required: 10%
Primary Posting Location: Singapore, Singapore
Job Posting/Business Card Title: QA Engineer
Job Posting Category: Operations
Employment Type: Full time
Country: Singapore
Auto req ID: 48155BR
Flowserve is an equal opportunity employer and makes employment decisions without regard to race, gender, disability or protected veteran status. Click here to learn more. Flowserve will also not discriminate against an applicant or employee for inquiring about, discussing or disclosing their pay or, in certain circumstances, the pay of their co-workers Click here to learn more.
If you are a qualified individual with a disability or a disabled veteran, you have the right to request a reasonable accommodation if you are unable or limited in your ability to use or access www.flowserve.jobs as result of your disability. You can request a reasonable accommodation by sending an e-mail to employment@flowserve.com. In order to quickly respond to your request, please use the words ""Accommodation Request"" as your subject line of your email. For more information, read the Accessibility Process."
"Senior Data Engineer","If you are an experienced and passionate Data Engineer who enjoys working in a highly entrepreneurial work environment, this is the opportunity for you. Excellent career opportunity to manage, design, develop and deliver the data integration environment for a fastgrowing organisation in Malaysia!

Mandatory Skill(s)
Bachelors in IT, Computer Science or Engineering;
At least 4 years of experience in data warehouse, operational data store and large scale data architecture implementations in Unix/ Windows;
At least 3 years of big data technologies (e.g. Hadoop, Hive, Spark);
At least 3 years of experience in doing data modeling, data mart designing and implementing;
Strong handson development experience with Talend ETL (or similar tools) to transform complex data structure in a multidata source environment;
Familiar with ETL/ ELT framework, data warehouse concepts, data management framework and data lifecycle processes;
Strong knowledge in handling different database technologies (RDBMS, NoSQL and Columnar);
Extensive experience working with data visualization (e.g. Tableau);
Strong understanding of programming and scripting languages like Python, Java, Shell and PLSQL;
Proven track record of solving challenging problems by applying advanced analytics;
Good analytical ability, conceptual thinking, planning and organisational skills.
Desirable Skill(s)
Experience in the financial sector (e.g. insurance/banks) will be preferred.
Responsibilities
Design, develop, document and implement endtoend data pipelines and data integration processes, both batch and realtime;
Perform data analysis, data profiling, data cleansing, data lineage, data mapping and data transformation;
Develop ETL / ELT jobs and workflows, and deployment of data solutions;
Monitor, recommend, develop and implement ways to improve data quality including reliability, efficiency and cleanliness to optimize and finetune ETL/ ELT processes;
Recommend, execute and deliver best practices in data management and data lifecycle processes, including modular development of ETL/ ELT processes, coding and configuration standards, error handling and notification standards, auditing standards, and data archival standards;
Prepare test data, create and execute test plans, test cases and test scripts;
Collaborate with different stakeholders to understand data needs, gather requirements and implement data solutions to deliver business goals;
Provide technical support for any data issues and change requests, document all investigations, findings, recommendations and resolutions."
"Data Center Facility Engineer","Data Center Facility Engineer
Job Summary:

Performs repairs, corrective maintenance, and complex installations. Acts as a mentor to others in resolving incidents.
Responsibilities

Facility/Infrastructure Maintenance
Performs site inspections and monitors the building and IBX alarms
Performs preventative maintenance on site infrastructure (e.g. maintenance of primary infrastructures), or manages vendors
Undertakes repairs and corrective maintenance
Assists Team Lead in coordinating critical infrastructure

Site Administration
Completion of site logs and data gathering for permits, such as MOPs and scripts

Incident Management
Responds to all on-site incidents and acts as required
May instruct on-site staff during simple incidents

Work Orders
Completes complex work requests and circuit installations

Collaboration
Effectively collaborates with internal and external departments
Provides input to his peers for complex / critical maintenance activities
Works through issues in a confident, positive way; is able to influence without authority

Additional Projects
Carries out more complex infrastructure projects"
"Network Engineer (Data Centre)","Roles & ResponsibilitiesNetwork and system management including proactive performance and fault monitoring network management, providing level 1 and 2 network support
Planning, implementation, maintenance and deployment of LAN and WAN infrastructure in the data centre.
Handling customer network issues (layer 2 and 3) and troubleshooting within Data centre SLA.
Vendor management
Planning, configuration and deployment of network infrastructure.
RequirementsExperience in data centre environment with 3 years of relevant experience in managing LAN and WAN networks, involving devices such as routers, switches, Network Access Control appliances.
Hands-on experience in designing and implementation of LAN.
Experience in Layer 2 network infrastructure.
CCNA certification, or other higher and relevant networking professional certification will be an added advantage.
Knowledge and experience in maintaining IPv4 and IPv6 network.
Knowledge and experience in managing Network Management tools."
"Operator -Guzi Lab","About the Role - You will
Support in parametric test on media and monitor parametric performance and data trend through daily production samples
Upload all test data to server, review trend charts and monitor head yield
Support test on customer failure return requests from engineers
Support new product launch from qualification to mass production
Assist in scraping of tested samples
About You
Able to stand 12 hours Permanent Night 7.30PM to 7.45AM
Required to wear jump-suit and work in a cleanroom environment
Required to work on Weekends and Public Holidays if it falls on a working day
Location:
Woodlands, Singapore
Woodlands:
Our Woodlands site is one of the largest electronics manufacturing sites in Singapore, housing our recording media operations. Spread over three sites, it is easily accessible via bus or from the MRT Station, with many employees taking mass-transportation to work. Ample free on-site parking is also available. Here at work you can enjoy breakfast, lunch, dinner and snacks at our on-site canteen and coffee shop. We offer a range of facilities including an in-house gym and dance studio, as well as after-work badminton and table tennis competitions. On-site celebrations and community volunteer opportunities also abound. Don’t miss our Lunar New Year Lion Dance performance or our Seagate’s Got Talent event.
Job Family: Operators"
"Service Engineer (Water / Wastewater Treatment)","Roles & Responsibilities
Responsibilities:
Coordination, planning and execution of routine Maintenance and Operation job for Water/Waste Water treatment equipment & systemCarry out plant performance monitoring, water quality checking, data trending and submit the analysis report to system owner.Water system trouble shooting and emergency response.Provide system improvement and modification solutions to customer along with engineering team.Good altitude and communication with clients to meet the client and system requirement.Good teamwork with multi-displinaryengineering knowledge.Job coverage is the whole Asia Pacific region.
Requirements
Qualifications with Diploma or Degree in Mechanical or Chemical engineeringMinimum 3 years working experience with water & Wastewater treatment System.Hands on experience with RO membrane replacement, RO & EDI CIP Cleaning, MMF, ACF and Softener Media Replacement."
"Solutions Engineer","At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.
Acoustic is the largest independent AI-powered marketing cloud. We were formerly IBM's marketing platform and commerce software offerings, and we started Acoustic to unleash brilliance in every marketer's work.
Acoustic’s mission is to help marketers transcend the mediocrity in the marketing cloud landscape with modern tools, connected data, and a focus on marketing’s biggest problems.
Stop settling for ordinary. You and our technology together? Let the brilliance begin!
POSITION OVERVIEW
A Solutions Engineer in Acoustic is a key point of differentiation in the market. In this role we are looking for leaders with an entrepreneurial mindset and a ‘can do’ attitude. The role is part of a team across Asia Pacific and based in Singapore. Focus is the ASEAN region, with an opportunity to span engagements further and work in a multi-cultural and diverse team.
A Solutions Engineer is a technical sales representative responsible for identifying and assessing customer technology needs then defining, creating, and delivering solutions to address those needs. Solutions Engineers present the Acoustic product offering and architecture in order to build confidence in the products and eliminate challenges from the sales cycle.
To effectively do this, a Solutions Engineer must bring technical know-how and demonstrate a deep understanding of digital marketing and our customers’ requirements across multiple markets. Existing experience of the Acoustic product offerings are a benefit. A Solutions Engineer supports the sales team and client throughout the selling process and must be comfortable assessing client needs and handling difficult situations that arise while designing complex solutions. Further, Solution Engineers harness their technical knowledge to develop effective solutions that fit a client’s strategic needs and technological capabilities, showcasing the product’s full potential.
Candidates for the position must have technical sales experience and preferably have familiarity with the digital marketing space.PROFESSIONAL QUALIFICATIONS B.S. Computer Science, Software Engineering, MIS, or equivalent work experience 3+ years of previous experience in a technical sales or consulting in a software company Familiarity with and knowledge of SaaS products and technology stacks in the MarTech and AdTech space Ability to design unique technical solutions for enterprise-level companies to address their marketing needs Skill to communicate tactfully with the client and clearly communicate technical concepts
PERSONAL QUALIFICATIONS Excellent problem solving skills with the ability to develop creative solutions to complex problems Strong interpersonal, analytical, written, and presentation skills Intellectually curious and inquisitive, ready to learn and growth with the MarTech and AdTech space Holistic thinker Coachable and collaborative Utilizes all available resources to identify and apply best practices Self-motivated and passionate about exceeding client expectations Commitment to understand the intricacies of enterprise software
 Holds themselves accountable for results Able to take leadership on tough decisions or with competing priorities
This IBM role is for the exclusive support of the Acoustic Marketing product portfolio formerly known as the Watson Marketing portfolio, and part of the Watson Customer Engagement (WCE) business unit. The Acoustic products are part of the business divestiture announced in April 2019 between IBM and Centerbridge, which has closed in the US in July 2019 and is due to close in Asia Pacific in 1H 2020. Centerbridge has set up new legal entities in Asia Pacific for the divested business called Acoustic. In the transition period pending close in Asia Pacific, IBM employees in scope to transfer to Acoustic will work exclusively in support of the Acoustic business. At the close of the divestiture in Asia Pacific Acoustic will provide you with an offer of employment and you will cease to be an employee of IBM. You can find out more about Acoustic at https://acoustic.co
What matters to you when you’re looking for your next career challenge?
Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.
Impact. Inclusion. Infinite Experiences. Do your best work ever.
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.
For additional information about location requirements, please discuss with the recruiter following submission of your application.
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
"Project Engineer","Roles & Responsibilities
MAIN PURPOSE
The primary responsibility is to apply engineering knowledge and expertise, build and maintain relationships, financial / contract management, quality orientation, safety leadership and continuous development in all aspects of crane, lifting and support service activities.
MAIN RESPONSIBILITIES:
Project Engineering:
The incumbent will be responsible for delivering assigned projects and supporting the delivery of projects encompassing, but not limited to, the following:
Administration of assigned project files
Liaison with clients and subcontractors
Preparation of calculations, work procedures and risk assessments
Work to recognised quality standards
Development and management of project schedules
Completion of purchase requisitions
Arrange equipment dispatch and transportation
Carry out site / offshore visits as required
Completion of close out reports and technical documentation
Proactive financial control of assigned projects, and review invoice drafts
Understand and manage major risks that will affect delivery of engineering projects
Receive guidance from more senior engineers to deliver administration and technical support within the department.
The incumbent must adopt a co-operative attitude towards being assigned alternative or additional duties to that which they are primarily employed.
Technical Duties:
Identify and specify basic mechanical components and tooling as required.
Identify and specify basic rigging and lifting equipment in accordance with approved lifting plans.
Develop knowledge of mechanical equipment replacement, repair or refurbishment.
Understand and interpret crane and equipment mechanical drawings and data sheets
Ensure best practice in all areas of mechanical system construction, installation, testing and commissioning.
Determine customer requirements and objectives and assist in developing specifications for projects / systems to ensure customer requirements are met.
Develop understanding of industry standards and directives in delivering projects to the required specification.
Oversee manufacture and function testing of new, modified and refurbished equipment.
Preparation of Factory Acceptance Test procedures, running FAT with client witness.
Compilation of technical specifications and documentation packages.
Engineering Development:
The position requires the incumbent to assist in the development, compliance and continuous improvement of engineering processes and the engineering development system.
Process Development
Assist with the development of team systems and working methods.
Personnel Development
It is expected that the incumbent will attend, and actively participate in, all training provided by company, whether internally or externally provided.
Carry out continuing professional development necessary to maintain and enhance competence in own area of responsibility.
Meetings and Reporting
Actively contribute to meetings and discussions.
Report on financial and operation progress of assigned projects to line management.
Liaison
Build and maintain positive and constructive working relationships with customers, sub-contractors, management, team members and other colleagues.
Work co-operatively and productively with others to ensure planning, technical integrity and successful completion of projects.
Requirements
Skills & Qualifications
Mechanical Engineering Degree
Previous experience in a crane and lifting environment
Good team work ethic
Ability to communicate effectively on technical aspects/problems both internally and externally
Proven track record of Crane maintenance projects
Ability to build strong relationships with customer base
Experience in various offshore crane types e.g. pedestal lattice boom crane, king post crane, knuckle boom crane, box boom ram luffing crane, overhead BOP crane, pipe handing gantry crane, BOP carriers, etc
Experience with BMC, Favco, Seatrax pedestal cranes
Experience troubleshooting on pedestal cranes e.g hydraulic/mechanical/electrical
Ability to understand mechanical/hydraulic/electrical control systems on various machines
Good understanding on API Q2 standard and rotating equipment spec’s within
Good understanding of applicable design codes and legislation e.g. API 2C, ABS, DNV, etc"
"PRODUCTION ENGINEER","Roles & ResponsibilitiesTroubleshoot and adjust molding parameters to maintain quality and maximum product output.
Interface with internal/external customers & lead team members in problem solving in regards to production.
Develop and implement systems to improve and sustain value in the areas of health, safety, environment, production yields, equipment reliability, cost and quality.
Primary person responsible for project/process commissioning and start-up activities.
Follow and direct day to day production operations.
Apply technical knowledge to detect causes of deviations in quality, capacity, yield and energy consumption.
Uses statistical techniques to compile and analyze data and realize appropriate improvement initiatives.
Participate on cross-fuctional operations teams.
Prepares technical reports as a result of research, development and preventive maintenance investigations.
Lead or assist with supplier selection process including request for quotation.
Requirements5 years related work experience in plastic manufacturing firm.
Bachelor's Degree / Post Graduate Diploma / Professional Degree
5 days work week"
"Junior Data Scientist","Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company. We inspire, challenge and respect every one of our over 100,000 employees. We also provide them with unparalleled growth and development opportunities. We can’t wait for you to discover this for yourself as a Junior Data Scientist on our Supply chain Data, Analytics and Automation team in Singapore.
Data Science is all about breaking new ground to enable businesses to answer their most urgent questions. Pioneering massively parallel data-intensive analytic processing, our mission is to develop a whole new approach to generating meaning and value from petabyte-scale data sets and shape brand new methodologies, tools, statistical methods and models.
What’s more, we are in collaboration with leading academics, industry experts and highly skilled engineers to equip our customers to generate sophisticated new insights from the biggest of big data.
We are actively looking for talented and motivated individuals to join our Supply Chain Data Analytics and Automation team. If you are curious by nature and inspired by how data is changing the world, then we are interested in talking with you.
You should excel and thrive in a fast paced, collaborative and iterative environment. You’re driven to show the world the power of data and applied analytics and loves learning, data, scale and agility as well as excel in making complex concepts simple and easy to understand by those around you.
Roles and responsibilities
Provide data science services and work with stakeholders to assess demands and suggest data science methods that provide practical, value-added answers for the company.
Comfortable with or are highly motivated to learn and apply database tools and statistical predictive models by analyzing large datasets with a variety of tools (R, Python, SQL, Microstrategy, Microsoft PowerBI and Tableau)
Develop and deliver data science solutions to further advance Dell’s competitiveness in the areas of global supply chain and operations
Passionate about asking and answering questions in large datasets and have a strong desire to create strategies and solutions that challenge and expand the thinking of everyone around you.
Deep dive into data to find answers to yet unknown questions and have a natural desire to go beneath the surface of a problem.
Ask relevant questions and possess the skills to build algorithms necessary to find meaningful answers.
Possess ability to think strategically about how to use data to drive competitive advantages.
Creatively visualize and effectively communicate data findings and insights in a variety of formats.
The position offers
Opportunity to drive cutting-edge strategies and digital solutions for one of the industry’s most respected supply chain
Access and interaction with executive leadership team at a Fortune 50 company
Opportunity to work with a highly motivated team that invests in your development
A commitment to diversity and inclusion
Competitive compensation including bonus plans and a great benefit package
Exciting internal career opportunities to different roles
Role requirements
Bachelor / Masters in Physical sciences, Engineering, Statistics, Computer Science, or Data Sciences
Relevant work experience applying data science concepts in a business environment
Advanced knowledge of statistics utilizing statistical programming languages (R, Python, etc.)
BI, Data Mining, Machine Learning experience
Experienced in data management and building packages
Experience with measuring and maintaining data quality
Proficient in SQL
Self driven, able to work independently yet acts as a team player
Strong communication skills, willingness to learn and develop their ability to apply data science principles through a business lens
Benefits
We offer highly competitive salaries, bonus programs, world-class benefits, and unparalleled growth and development opportunities — all to create a compelling and rewarding work environment.
If you share our passion for data and you’re keen to play a key role in driving progress, this is your opportunity to develop with Dell.
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Learn more about Diversity and Inclusion at Dell here.
Job Family: Business-Support
Job ID: R039582"
"data Engineer","Roles & ResponsibilitiesPossess a degree in Computer Science or related fields
Possess a degree in Computer Science or related fields
At least 5 year of working experience in data engineering on any relevant database technology
Experience in ETL tools, development in Microsoft SQL Server and Microsoft SQL Server Analysis Services (or any similar SQL/OLAP technology)
Good communication skills, able to work independently with minimal supervision
Good team player as this role will be part of a bigger team Good understanding of data modeling concepts
Experience in Python or Microsoft SQL Server Analysis Services is a plus
Strong understanding of data modeling concepts and good ability to design various components of data model and data engineering solution Able to guide junior team members, review solution design and perform code review"
"Data Analytics Consultant x 3","Roles & Responsibilities
We are looking for experienced Data Analytics / Big Data / BI engineer for our Singapore office. Person will be subject matter expert for big data, BI and data analytics solutions and will be responsible for designing, planning and managing projects end to end. You will help in the digital transformation projects and provide innovative solutions implementing latest technologies for better customer experience. You will work closely with business, IT and vendors and implement agile practice.

Requirement
Should have at least 4+ years of experience in projects lifecycle end to end.Extensive experience in data analytics, BI and Big Data required.Must have worked in digital transformation projects and implemented agile or scrum methodologyGood knowledge in Analytics, data visualization and BI tools.Experience in data management and data migration.Experience in SQL, Oracle or DB2Preferably worked in APAC market before.

To submit your application, please apply online using the appropriate link below or email your CV in Word document at jobs@saglconsulting.com quoting “Data Analytics Consultant” in your subject title. Your interest will be treated in the strictest of confidence

EA License no. 18S9416

EA Registration no. R1108554"
"ASSISTANT ENGINEER/ENGINEER (FACILITY) (DATA CENTRE) [Job Code 180731C]","Due to expansion of our client's business, we continue to look for suitable candidates to work at our client's data centre site. Write to us if you are an individual who has experience in the activities listed below, and is keen to take up new challenges! Responsibilities: Provide support to Facilities Manager and Senior Engineer in Facility Maintenance/Preventive Maintenance work Liaise with customer engineering department to ensure company procedures and quality guidelines are followed Review “Events and Actions” on site and implement remedial actions where needed Manage contractors work on site to ensure adherence to procedures To be involved and carry out planning, execution and updates for all daily work including weekly/monthly report submission To be involved in co-ordination and liaison on contractor works, which includes: Power Diversion Machine power up and down Machine roll in and out Update of Power Distribution Unit (PDU)/Machine listing Power tracing Equipment data logging and encompassing all other minor works which contribute to the well-being of the Data Centre or Site Requirements: Diploma in Mechanical or Electrical engineering (or related engineering field) and above Must be willing to work on odd hours as and when needed License Electric Worker is an advantage and not mandatory At least 1 year experience of operating in and fitting out Data Centre Facilities is an advantage but not mandatory Strong fundamental understanding of large scale facility electrical infrastructure system Possess good practical knowledge of electrical and mechanical works Able to lead the contractors effectively to ensure client’s expectation is met Good written and oral communications skills, excellent interpersonal skills, ability to prioritize work efficiently and good team orientation Please send your cv to [Click Here to Email Your Resume] in word document; listing your personal particulars, education qualification and work experience; listing your current and expected salary details; with your photo attached. As we are hiring this position urgently, we do look forward to hearing from you VERY SOON!
Only shortlisted candidates will be notified. EA Licence No: 18C9353 EA Personnel Registration No: R1980530"
"Backend Engineer","Roles & Responsibilities
99.co is looking for a Backend Engineer to join our diverse team of people who are passionate about taking the real estate industry properly into the age of technology through innovation and a desire to solve its multitude of challenges.
Analytical and results-driven, you will work with team members to troubleshoot and improve current back-end applications and processes. The Backend Engineer will use his or her understanding of programming languages and tools to analyse current codes and industry developments, formulate more efficient processes, solve problems, and create a more seamless experience for users.What you'll do:
Design and write application APIs for our mobile and web platform
Develop microservices that are consumed by our API backend and other microservices
Partner with the wider product team to establish objectives and design more functional and cohesive codes to enhance user experience
Develop ideas for new programs, products, or features by monitoring industry developments and trends.
Participate in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members
Requirements
What you are/have/will be:
BS or MS in Computer Science or a related technical discipline preferred but not required. Equivalent practical experience is a reasonable substitute
Good understanding of data structures, algorithms and web works
Proficiency in Python is a must, some knowledge of PHP is a plus.
You are able to break a system into logical components and build well-abstracted components
You can't stand sloppy APIs, and you know when you should return 401 vs 403 vs 418
You agree that code is for humans to read and only incidentally for computers to execute
Able to conceive, convince, implement and maintain reasonable database schemas for our data
You RTFM and will paste an html peace character somewhere in your application"
"Mechanical Engineer","Roles & Responsibilities
Well aware of Topsides Mechanical Equipment design concept / Design code & CLASS requirements, and Independently plan, manage, control, engineering deliverables required for the FPSO Topsides Mechanical Equipment / Packages within timelines and independently deal with and resolve all issues.Under the guidance of Lead Engineer manages/develops solutions to technical/engineering related problems.

Good knowledge on Gas Dehydration Pkg, Refregeration Pkg, Chemical Inj Pkg, Sea Water Treatment Pkg, RO Pkg, Electrochlorination Pkg., Flare pkg., etc.

Prepares Specifications, equipment data sheets, RFQ documents, Purchase Documents.

Evaluates all the bids received for Topsides Equipment / Packages from various suppliers, and Prepare TQs, TBE, ensures selected vendors meet technical/engineering requirements.

Reviews/checks drawings and documents from Vendor, Other engineering discipline team members, Approves and as required attend FAT.

Participates in meetings (Vendor & Internal), reviews progress and addresses interface/implementation/execution issues.

As required mobilised to construction site for interface engineering & site construction assistance"
"Service Engineer","Roles & Responsibilities
Responsibilities:
To troubleshoot and repair our test and measurement instruments for both local and overseas customers and agents in South-Asia countries.
To perform calibration services on test and measurement instruments.
Requirements:
Diploma or Degree holder, major in Telecommunications, or Electronics Engineering.
Preferably with 1 years’ experience in Telecommunications / Electronics test and measurement or relevant field.
Some relevant experience in using electronic test instruments in the Test and Measurement industry with knowledge in RF / Microwave Communications, Wireless Communications, Data / Optical Communications.
A good team player with excellent communication skills, strong drives, high self-motivation, and is result-oriented.
Candidates with no relevant work experience, with the right aptitude will be considered too.
Some travelling is required.
Possess a valid class 3 driving licence."
"Data Engineer","Job DescriptionData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience.
What you do will be mixed of software engineering, system architecture design, and operation:
You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running
Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.
Explore/learn new technologies that can complement or replace our current stack to improve it.
QualificationsPassion in big data, software engineering, and systems.
Excellent analysis and reasoning of system behaviors
Uphold best practices and principle around clean code, testing, continuous integration
Strong team player and collaborator
Having high level of responsibility and resilience in dealing with issues
Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.
Familiar with Java/JVM. Python is added advantage
Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.
Having systems operational experience is a bonus, but not required.
Additional Information
null"
"Data Analyst","About NCS
NCS is a leading information and communications technology (ICT) and communications engineering services provider across the Asia-Pacific region. We are headquartered in Singapore and a wholly owned subsidiary of the Singtel Group. We have in-depth domain knowledge and unique capabilities that create business value for customers. We offer a broad range of services, including consulting, systems development and integration, business process outsourcing, infrastructure management and solutions, and technology solutions.
NCS is looking for a data analyst to generate and operationalize insights from numerous data sources in support of key stakeholders. The data analyst will work closely with the business users, project managers, technical teams like database engineers and data scientists to develop impactful dashboards that provide actionable insights. The role requires the ability to translate business requirements into reports, dashboards, and models that enable stakeholders to drive business objectives.
What is the opportunity?
What will you do?
Build dashboards and automate reports for core business metrics and performance trends.
Generate ad-hoc analyses for key stakeholders.
Dive into company data to identify sources and features that will drive business objectives.
Work with data engineering team to rationalize the data warehouse throughout the data lifecycle from source to analysis to modelling.
Work closely with project manager and technical leads to provide regular status reporting and support them to refine issues/problem statements and propose/evaluate relevant analytics solutions
Bring your experience and ideas to effective and innovative engineering, design and strategy
Work in interdisciplinary teams that combine technical, business and data science competencies that deliver work in waterfall or agile software development lifecycle methodologies
The range of accountability, responsibility and autonomy will depend on your experience and seniority, including:
Contributing to our internal networks and special interest groups
Mentring to upskill peers and juniorsWhat do you need to succeed?
Possess good communications skills to understand our customers' core business objectives and build end-to-end data centric solutions to address them
Good critical thinking and problem-solving abilities
Must-have:
Prior experience building compelling and usable data visualizations and analytics with commercial and/or open source BI tools
SQL proficiency necessary to build and maintain complex queries and data pipelines
Python/R (or similar scripting language) coding capability to operationalize data analytics workflows & processes
0-2 years of experience in data analysis and visualization
Undergraduate or graduate degree in Computer science or equivalent
Nice to have:
Experience with Amazon Web Services, Cloudera (or other cloud services)
Data pipeline and/or database development experience
Knowledge of statistical modelling, predictive analytics or machine learning"
"Senior Engineer/ Engineer, Data Engineering","At DSTA, we develop leading-edge technological and engineering solutions for the defence and security of our nation. The multidisciplinary nature of our work in engineering, infocomm technology and cybersecurity includes data analytics, artificial intelligence, robotics, machine learning, sensors, space, communications and military systems.

DSTA is committed to develop you holistically with our comprehensive professional and personal development programmes. You will grow in a collaborative and dynamic environment where innovation thrives and immerse yourself in work that truly matters. Join us to make a difference and make an impact on the defence and security of the nation!

Opportunity

We are looking for an individual to join us in our Digital Hub Programme Centre where you will participate in data analytics, artificial intelligence and software development initiatives. This role will require you to:
Translate business problems into data integration and processing requirements
Design, build and maintain data integration programmes to collect, store and process large datasets into a format suitable for data analytics
Recommend ways to improve data confidentiality, reliability, efficiency and quality
Manage and optimise core data infrastructure
Build effective partnership with data science teams on building data pipelines and realisation of data driven systems to improve decision making and deliver business value to MINDEF and SAF
Requirements
Degree in Computer Science, Information Systems, Computer Engineering, or related fields
Demonstrated understanding and expertise in processing various datasets
Good knowledge of Python, MapReduce, SQL programming languages
Knowledge of big data technologies e.g. Hadoop, NoSQL, Hive, Sqoop etc is advantageous
Team player with good communication skills
Passionate and self-motivated"
